Total Medical Expenses,Medical Multiplier,Income Lost,Income Multiplier,Value of Injury Claim
7320,1.53,8136.49869,2.93,51312.5385417
24329,3.31,22379.10529,2.08,171835.73958320002
16515,4.73,26855.92778,2.28,193059.3208984
23031,4.31,27517.350159999998,2.21,215111.6541736
18599,2.37,11496.526350000002,2.46,95354.13752100001
29651,2.25,17578.8315,2.4,144061.6086
21086,4.33,29456.132660000003,2.71,230040.76482860002
20648,3.86,25403.69062,1.63,171916.6769506
8994,4.02,31471.148879999997,2.57,179979.03038159997
18446,4.57,35618.561720000005,2.56,246718.86144320003
13036,4.0,34197.164000000004,2.2,195772.08880000003
23998,2.18,7561.8728200000005,2.06,83016.84364920002
10161,1.63,11794.53819,1.86,62089.3474134
12002,2.47,16454.57931,2.56,104677.82165360001
20302,3.94,26588.71964,1.96,185281.2097744
25664,4.97,22539.51658,2.65,232358.83209699998
26250,2.68,18014.83404,2.94,159343.2801576
4179,1.93,14725.89035,2.25,70650.5039875
6719,2.93,11625.630560000001,1.74,63166.52829440001
3064,3.28,26996.161359999995,2.19,123163.83609839997
19312,2.54,22838.94848,2.3,147259.958464
14967,1.78,14044.185759999998,1.93,81834.91003679999
15753,3.53,24595.29265,1.99,153743.3076735
25182,4.45,35152.35225,2.94,285712.520115
27894,4.7,27589.770800000002,2.73,261601.41588400002
26238,1.86,13140.35502,2.5,107934.27759000001
29154,4.48,27877.463040000006,2.14,246022.61698560003
3131,4.01,38475.63722,1.93,163764.56427459998
1526,2.06,11973.6882,2.35,55229.103670000004
17310,3.32,17818.114639999996,1.76,124465.31104639999
20149,2.65,19975.299850000003,1.67,126704.20044950001
17001,4.74,43979.90988,2.29,269258.5533852
20568,1.65,12861.690599999998,1.68,81268.22140799998
18336,2.63,27197.22713,2.71,176322.6197823
12514,3.2,26034.819199999998,2.68,161887.753856
21715,4.55,16905.793449999997,1.74,162030.917503
2276,1.53,13612.331970000001,1.92,56842.6213224
17159,1.65,11648.46705,2.42,79798.57436099999
3738,3.68,18605.40656,1.54,79618.9792224
9462,2.27,15230.66488,2.26,86361.3723888
27239,3.46,22971.3898,2.39,195091.34122200002
27209,4.15,31647.804550000004,2.54,256598.38265700004
5730,2.93,14739.306400000003,2.2,78693.98688000001
14382,4.36,20302.680080000002,2.41,152240.3391528
19599,2.71,20192.51894,2.86,151248.9320484
17203,4.91,39109.09272,2.18,247942.73756960002
12089,4.28,15325.858240000003,2.83,125764.81529920001
14605,3.54,30454.496099999997,2.74,196056.01151399995
17246,4.72,33863.00752,2.92,248007.1169984
10522,4.1,28957.873600000003,1.88,155496.749568
2872,2.29,12204.33287,2.29,58933.4680123
5611,4.46,35705.94382,2.51,186058.8666282
17971,3.2,19533.1392,2.45,144429.66944000003
27244,3.91,29271.655870000002,2.43,236197.4755041
4125,3.46,9954.61376,2.18,55882.7855168
28429,2.95,23139.378150000004,1.75,170638.2180625
11496,4.07,30040.963040000002,2.47,181071.82478880003
10204,4.18,15131.675239999999,1.88,101363.61993119998
3195,4.46,44835.5772,2.98,237530.87445600002
21266,4.31,33105.127239999994,1.94,222090.6613256
21669,3.32,14064.582399999998,1.8,125386.49312
3980,3.44,24507.664240000002,1.78,106330.1708272
13031,2.92,20959.24608,2.8,138654.901184
13159,2.46,15559.46802,2.48,102077.55672960001
14105,3.92,29594.22816,2.67,193496.64550719998
8654,1.79,12787.74926,2.67,75209.44904420001
15408,2.74,18574.5148,2.9,133233.04252000002
8440,4.91,27116.56011,2.52,164007.2516972
21993,4.51,35995.73064999999,2.24,251810.32795599994
14779,3.74,24852.2065,2.03,155427.85219499998
27366,3.95,35259.70265000001,2.32,260417.61544800006
14140,3.42,14448.75786,1.69,101674.71650339999
15755,4.35,19605.771899999996,1.94,145780.99128599997
6355,4.91,14558.72447,1.66,84487.9815602
2729,4.57,30336.162700000004,2.79,157781.749333
10016,4.96,38942.581920000004,1.91,201944.8553072
22568,2.17,15865.716299999998,2.65,122748.14079499998
10520,3.67,18212.47042,2.4,118743.269848
4496,1.73,9998.310099999999,2.06,48371.21900599999
23496,4.52,9238.88,1.85,141771.60799999998
4318,3.43,14821.571940000002,2.32,78839.9307808
13230,4.92,45468.16524,2.77,281974.7481948
19883,4.14,23186.997359999998,1.96,174136.12954559998
21332,1.99,7832.592240000001,2.83,80282.1005192
26639,2.8,19275.3792,1.89,149570.425088
28651,2.01,13311.29535,1.94,110035.013679
19633,4.61,41472.5281,1.64,241468.132284
16250,2.39,17459.49492,1.95,107802.504934
12377,3.85,29261.16655,2.05,166159.1745275
18767,2.72,17946.88096,2.24,127141.0152704
28135,1.91,14414.82921,1.5,104189.75223499999
11692,1.88,15414.428319999999,2.53,91808.3202896
20266,2.22,17080.264860000003,2.22,117069.23770920002
6897,3.81,20336.290289999997,2.42,116163.9730818
23501,2.08,15540.56608,1.7,106382.17449599999
2305,2.52,14046.7068,1.51,55112.540868000004
18424,3.87,27583.637850000003,1.82,176670.376587
17887,4.82,23547.131540000002,1.55,169807.65696700002
23578,2.68,26533.23816,2.52,183119.27648320002
12316,4.97,21586.509140000002,2.58,160076.7318612
11549,2.74,12148.73804,2.1,81454.085964
7464,2.28,14072.39028,1.88,71618.79428639999
16627,3.91,34214.79126,2.65,224110.34935899999
26880,4.87,45353.180159999996,1.51,290095.2623616
9009,2.05,13436.02595,2.81,83095.7348195
15793,2.18,16804.03514,1.85,99124.27528900001
29419,4.15,38040.99575,1.54,256753.974955
5637,1.52,6086.83088,2.76,37541.5549888
27659,3.1,12491.747599999999,2.08,136709.230208
18597,3.66,25143.99504,2.37,177944.27832480002
24390,2.99,9841.919880000003,2.1,113277.97150800002
16230,4.49,35429.70098,1.94,212465.7218612
26603,3.41,19317.8205,1.89,165862.551745
13725,2.23,23690.90898,2.97,148350.5676306
2401,4.75,48959.047999999995,2.39,226334.97071999998
19402,2.29,12860.04231,1.78,93041.53993180001
18658,2.21,14465.77821,2.38,104594.28855980001
17178,1.92,10324.96512,2.91,83677.3387392
20033,4.73,42231.92325,1.74,252703.482955
18611,3.05,27030.75005,2.62,181645.615231
12548,3.18,22271.314440000002,2.22,133887.5869368
18830,3.85,29096.606000000003,2.59,206048.92154
7582,4.23,8965.91646,1.69,65156.091737400006
6195,2.65,19148.3806,2.16,96074.013296
7505,3.19,19754.7768,2.76,117973.687568
22152,4.44,35784.30876,2.24,250080.3491424
24722,3.15,18317.8737,2.69,163785.127653
2675,2.97,15573.58407,2.71,81296.33096970001
1868,3.58,30522.92606,2.85,154723.631391
10277,3.67,27230.610950000002,2.28,154263.604866
22648,3.28,33930.363439999994,1.95,208310.375588
23645,2.23,9730.616150000002,2.9,100408.369135
9496,2.02,10839.919940000002,2.21,64817.9829474
13485,2.42,15133.10216,1.97,92712.1155752
22267,3.06,6870.8475,2.2,96994.57949999999
2193,1.73,5605.79685,2.16,27114.004896
13978,1.75,12232.49125,2.65,81342.5843125
17153,4.11,27375.563310000005,2.61,196700.1768591
27116,4.56,42207.02712,2.07,295431.5603784
29063,2.71,18647.45309,2.47,162114.8453123
15096,2.68,15790.39384,2.21,106934.8380664
10259,4.38,32242.86192,1.85,169069.43839199998
17285,2.43,12638.935440000001,1.84,90536.0620896
11472,4.71,33243.99012,1.88,183019.8016656
12078,3.37,10398.07097,2.98,92485.2534306
15707,3.81,25364.434920000003,2.7,179056.514124
15366,2.56,11327.55456,2.29,87932.1690624
16215,3.23,15930.22434,1.71,111475.58230139999
14539,4.59,23764.48632,2.78,180328.2546096
23609,3.17,24365.374460000003,2.71,189601.44370660002
25555,3.99,15444.783270000002,1.76,160036.83509520002
9773,3.91,4768.49524,2.7,60624.357628000005
19113,3.88,22644.90608,1.82,160661.9812256
4303,2.2,11616.990000000002,1.82,53843.501800000005
10126,3.47,10558.408430000001,2.19,79376.9513217
14018,3.68,34470.931679999994,2.36,201879.50212479997
29356,3.18,17007.67668,2.91,176859.7724988
13606,2.91,28040.771640000003,2.73,172226.30985720002
24303,2.13,15495.11526,1.77,110181.9745302
4194,2.82,25510.732379999998,2.61,129431.55627179999
2530,4.3,25401.1406,2.99,137630.691594
27955,4.82,45325.458040000005,2.74,349585.7711096
29570,4.92,37938.20364,1.78,288890.80975919997
8498,4.6,27164.462799999998,2.4,158614.43631999998
15997,3.39,28541.989740000005,2.01,168683.20885740002
25012,2.77,20879.68661,2.46,162406.6422806
14475,3.5,15674.9635,2.59,122610.58246499998
1926,4.57,31759.854799999997,2.15,140605.21742
19928,4.05,23896.91565,2.02,176774.000913
26369,2.3,20382.2803,2.05,143196.935215
9593,1.92,19426.1568,2.6,107778.88128
17309,2.04,16761.317280000003,2.64,113082.87217920001
23627,2.95,19758.925950000004,2.77,163949.72678150004
11768,4.79,45280.789679999994,2.02,238397.49451359996
25842,2.51,8340.95339,1.55,94473.8045345
19250,4.19,1774.3812000000003,2.41,88482.52109200002
24635,2.9,19670.781199999998,1.62,142649.72794399998
15224,3.51,13629.600269999997,2.15,109999.08112049998
10175,4.66,28470.76396,1.84,156743.2336064
10612,3.65,9703.3279,2.52,82592.842108
21300,3.15,22159.5003,1.6,146869.20108
11433,4.26,29869.27116,2.14,172363.3626024
13091,4.11,30044.050680000004,1.85,169473.605118
2941,2.02,11026.28514,2.28,53133.3203992
4209,3.2,17815.2736,2.81,99160.26601600001
24244,2.87,12454.052170000003,1.77,116532.0566809
12738,3.29,30975.18879,2.49,180986.6176671
23237,1.99,7773.23651,2.08,77956.4349608
27689,4.49,30426.11682,1.68,236291.71989759998
11255,1.88,19247.272680000002,2.08,99688.2725344
10419,4.77,30527.39421,2.94,200503.9573974
6861,3.92,18420.85224,1.65,94131.230676
5968,3.04,11360.829600000001,1.63,59382.531448
9164,2.68,3379.66492,2.19,38720.3160148
18080,3.23,17666.47531,2.34,135070.9028454
4811,2.95,20716.100650000004,2.3,103271.682795
22873,2.76,15056.440319999998,2.67,133443.05629439998
29207,4.04,26338.844640000003,2.28,230726.53505920002
25052,4.75,26222.745499999997,2.29,231492.578195
12388,2.49,18567.75819,1.73,100103.8580487
1377,4.99,27717.169570000002,2.14,121620.31201980001
9003,4.24,33652.43056000001,1.76,164705.85890560003
16123,2.38,11391.160759999999,1.58,79153.0955208
26004,4.13,41048.25998,1.78,262558.9427244
29856,4.97,21200.74271,2.28,239123.4987988
12978,1.67,4591.613229999999,1.65,38432.64828949999
20652,1.85,6621.298000000001,1.66,62440.150680000006
11694,2.26,11864.31748,1.73,70682.3442004
1974,1.72,9720.595479999998,1.54,37806.18799919999
14640,3.41,18017.96601,2.75,135507.73854750002
17514,2.97,15945.404310000004,2.94,130786.87729140003
22856,2.14,16028.390280000003,1.89,111262.2781892
16461,4.6,39532.5104,1.79,225548.81441599998
29134,3.91,25833.929129999997,1.79,211824.5314027
20429,2.07,16127.08641,2.15,109215.4386015
13826,2.11,17645.615609999997,2.45,107695.84946449997
6110,4.26,28635.4431,2.03,141429.435693
22603,4.78,21924.426000000003,1.81,191574.40306000004
5795,2.96,17730.512479999998,1.77,83997.23204959999
10759,4.72,37134.46784,2.73,226428.5128832
29302,4.7,26637.0949,2.56,259184.552744
9806,4.18,20162.62292,2.14,124462.3388888
21146,2.52,11094.23448,1.78,95224.1263344
23185,1.66,14361.242659999998,2.75,106703.00263499998
22804,3.84,10003.3536,1.96,127180.64025600001
24491,3.82,32260.57614,2.51,239050.8183914
24894,2.19,12984.08733,2.57,113855.1390981
28358,2.86,15569.370959999998,2.74,154902.6983504
25774,4.24,9542.751760000001,1.79,145448.7891704
7296,1.52,9891.3164,1.75,48182.3565
8461,3.95,27865.53965,2.19,150177.5611335
5377,2.74,16750.41186,2.81,95302.4610466
25042,2.81,28201.328600000004,2.52,197838.02527200003
10776,4.9,44575.8488,1.54,210600.904752
26093,4.94,49315.6001,2.8,365614.30048000003
11576,3.73,16830.30458,1.92,109153.2739536
7865,2.55,13844.87055,1.98,75158.334789
26439,3.88,18514.704279999998,2.3,182196.548404
16188,2.1,12374.117700000003,2.05,84109.97668500002
14072,4.27,35124.46917,1.9,197072.86976299997
29631,3.78,32389.451640000003,2.59,260672.76302759998
3912,4.88,32988.726800000004,2.24,158962.76163200004
1469,4.03,29313.139960000004,2.16,127862.73223360002
15259,1.75,8909.775,2.27,64747.98925
20683,3.65,21686.7378,1.82,158336.288396
11489,2.79,25339.575150000004,1.51,120996.21877650001
18337,2.05,13026.1346,1.97,89304.604362
19472,2.53,8538.691809999998,2.64,88883.68999839999
19389,4.51,27659.30233,1.94,196422.0411802
3311,2.56,22434.129920000003,2.46,108532.37944320001
23533,3.8,22244.7934,1.61,169729.10417399998
13031,4.95,37633.2561,2.21,222939.458181
4928,1.76,5911.87872,2.9,37641.485728
24920,3.4,18004.4994,1.66,150624.467804
23257,1.98,9396.050400000002,2.7,90210.29688000001
2117,2.38,14984.99408,2.39,70822.5840112
20999,4.25,25592.1485,1.63,182145.249055
15509,4.74,52590.90198,2.37,303334.90165260003
9871,4.04,20307.552880000003,2.96,140604.3022848
23843,3.35,21072.59545,1.86,161214.268437
8553,4.26,36571.06482,2.08,185645.72446559998
25464,3.89,20676.90211,2.05,182796.4135455
13900,2.04,12089.97636,2.68,84937.0893648
15942,3.13,18734.81219,1.92,123338.92378479999
22095,2.65,5912.2189,2.48,85038.490672
26116,3.42,14606.809739999999,2.29,151979.9337846
9109,4.65,36062.49375,2.5,204638.07187500002
18864,3.92,12926.00008,2.17,127848.3003336
16681,2.23,6547.962380000001,1.95,63063.081401
13643,2.68,13113.960920000001,2.42,94526.9472664
22726,4.8,38080.785599999996,2.3,272832.17808
8522,4.48,21085.155840000003,2.96,142760.93296640003
18274,4.29,32664.896549999998,1.74,200562.173097
13527,3.72,23820.02304,1.7,138454.525248
6781,2.07,21779.37252,1.56,91571.2361712
21746,3.31,26823.81632,2.48,192149.95711360002
7020,4.5,39519.441,2.17,196386.06897
5642,4.13,21402.49013,2.67,123251.08890709998
22980,1.8,5771.5614,1.69,62661.061566
1942,3.63,32696.742209999997,2.63,158435.3764323
17476,3.26,8764.937059999998,2.22,93959.79439319999
9120,3.15,11498.003999999999,2.08,75639.85631999999
17384,3.02,22307.02162,2.15,145073.819723
9500,1.61,13853.47845,2.34,75419.096473
27865,3.37,21836.413760000003,1.53,170987.59057280002
17646,4.4,22895.826800000003,2.19,173575.914292
11187,3.34,18757.74394,2.9,129277.525306
18229,1.97,11029.09425,2.84,89291.94617
3259,2.79,9485.18253,2.17,48645.821150100004
9960,4.0,24742.960000000003,1.52,126935.21920000002
27992,2.37,22185.82122,1.66,147541.14566520002
5544,4.38,45676.53654,1.84,199680.6203136
10994,2.95,14546.326100000002,2.4,96436.13484000001
5145,3.02,16939.03806,1.88,81261.3676728
22771,3.23,34761.21155,1.59,198343.0794645
28821,2.93,15782.705770000002,2.11,149312.4507147
18203,1.51,8385.17496,1.64,58008.5668544
29500,2.61,13696.66926,2.11,133288.3106586
14312,1.76,4840.7919999999995,2.4,46488.6048
7823,3.91,20320.19962,2.6,124060.848252
28684,3.37,21306.08697,1.82,178054.33222540002
5836,3.12,24865.470240000002,1.69,109961.90518560002
16055,2.18,14668.934420000003,2.37,99103.14341540003
29309,4.0,22331.176000000003,1.93,204997.52168
7125,3.12,24537.31488,1.75,114244.9308
12428,2.48,13722.09296,2.59,93805.8466864
6572,4.79,37529.26201,1.79,173715.78301790002
27617,2.59,16876.37007,1.94,138020.9280758
6863,4.13,22965.72404,2.65,135134.806786
2130,4.89,29759.81139,2.72,150882.0097608
15249,4.51,17299.60683,1.55,130186.5942465
13405,2.3,13618.1068,2.3,89389.35923999999
12010,1.91,11625.20354,2.41,74206.2476114
19957,4.22,33866.22584,1.81,213248.86045039998
17678,1.86,15725.20446,1.79,92479.6049034
12073,3.84,1527.96288,1.56,51799.8678528
1539,3.15,21065.4297,2.1,91216.11177
25507,1.89,11337.74523,2.04,94012.7207292
19389,2.89,21251.372240000004,1.83,137426.96567920002
11217,3.52,29883.70176,1.69,149754.6994944
7228,2.42,21451.313179999997,2.51,114237.18244179999
22844,4.13,39082.32216,1.88,245985.12998080003
1544,3.73,30956.93358,2.69,150947.13849019998
18113,1.72,10439.722319999999,1.54,68110.9770128
6474,4.78,29401.574460000003,2.91,175307.45059860003
9576,2.19,12946.56606,1.98,72498.7729188
16311,3.09,19623.28911,1.76,124184.5570536
10990,4.84,25175.53588,2.69,171264.8632772
2575,4.09,30787.29913,2.87,160465.8967631
8233,4.66,40160.17358,2.73,228323.4010334
20709,4.27,24012.639629999998,2.69,201046.70986469998
19853,2.43,22022.509230000003,1.69,129505.84905870001
6524,1.78,15196.17506,1.93,71333.6879858
14385,4.56,32454.550559999996,2.19,201580.16684639995
26191,1.73,14639.379369999999,2.62,112944.3626894
27322,2.93,13668.555480000003,1.68,130353.7441664
24240,2.56,11206.548480000001,2.94,117414.7494912
24578,3.11,24479.95137,2.96,197858.13879519998
29944,1.9,6850.2315,2.4,87034.6186
3213,2.99,13428.511590000004,2.72,72989.44470480003
15174,1.91,8067.98898,2.85,68112.086553
24278,3.17,24691.38994,2.65,191776.223221
8157,4.76,24050.385519999996,1.76,129256.76955519998
15557,3.29,16222.381350000001,2.24,119965.42692400001
12089,4.31,38636.97344999999,2.35,220174.42450749996
15375,1.85,13210.90735,2.91,93309.30508850001
29451,1.68,9637.859279999999,2.72,94968.37580159999
10841,4.15,15683.206900000001,2.41,114153.09242900001
5081,2.84,27387.673479999998,2.92,149177.3935216
3937,2.79,20739.735630000003,2.23,98713.31171490002
19120,3.19,22555.77225,2.82,169711.62224499998
6655,2.07,7834.502879999999,1.82,43703.651001599996
19400,3.72,14816.250359999998,2.34,136470.5265624
29000,2.52,12569.7096,2.97,135551.456712
8209,2.53,19684.513199999998,1.67,93010.933444
11060,1.67,9766.98498,1.93,56854.4509714
22801,2.47,13578.513780000001,1.61,105336.9047458
28177,1.72,5878.80864,2.63,75683.3240032
7233,2.22,9723.913020000002,2.98,64482.34683960001
11903,3.23,23747.88055,2.06,134863.085033
24379,2.44,20331.85632,2.85,158094.263152
6702,2.08,11346.77856,2.54,65454.53466240001
19502,3.23,18952.64193,2.24,143350.66178320002
29785,2.37,21090.312420000002,2.55,166551.371511
29922,3.11,24797.48548,1.85,188527.739098
15558,3.31,28462.382170000004,2.28,173315.97568760003
25186,4.31,28962.316449999995,2.48,238302.83769599997
22300,3.58,29187.603959999997,2.98,225188.26772079998
23326,4.04,33751.638640000005,2.11,232956.2748104
19781,4.12,32613.330840000006,2.82,238693.97464880004
5895,3.94,27510.19896,1.82,128315.26002720001
23293,2.55,20931.78975,2.13,145845.44166749998
3222,2.9,9916.175899999998,2.19,50892.57702099999
1052,2.53,18818.88635,2.5,87346.548575
21686,1.75,13397.726999999999,1.59,86048.33993
4226,3.35,23666.667950000003,2.01,109060.43847950001
25959,3.24,29567.3166,2.82,226621.62601199996
1125,4.04,23830.95808,2.09,102013.61854719999
15557,3.09,25673.87991,2.46,162576.6343986
14483,3.11,9206.79113,2.38,85367.87514939999
11039,3.76,23659.6872,2.03,136855.179416
22208,2.52,20319.71256,1.96,136430.2217376
21908,2.41,5159.217140000001,2.81,77614.11444340002
26333,1.59,8519.21523,1.81,74327.6800263
27434,4.26,26992.1481,2.7,243731.93607
3638,2.06,11106.279880000002,2.48,57250.41386240001
17441,3.38,20382.376819999998,2.97,160250.99279539997
23463,1.78,14037.45914,2.96,111389.9373344
6675,4.16,14796.100800000002,2.78,98493.36182399999
16260,3.11,28398.986770000003,2.64,182339.89861280003
6387,2.87,19798.57733,2.75,112373.9323175
13257,3.55,20568.07165,2.18,133036.889497
17717,4.91,32641.5818,1.9,214292.63902
12015,2.7,15693.4503,2.08,96469.777224
29455,2.66,17637.217780000003,2.08,150310.1485424
5022,1.78,9408.99812,1.67,43470.1831004
10098,1.78,10027.863179999998,2.84,66509.29779119999
22893,2.07,11063.17296,1.66,87879.72303359999
2646,4.42,25227.28702,2.72,130768.1147344
9023,2.32,12711.938879999998,1.78,68984.48896639998
22068,2.65,14649.62135,1.74,113269.783849
7538,1.68,11210.8836,1.89,56274.17720399999
18794,4.84,46855.575359999995,2.43,298533.15884479997
11809,3.36,24242.4168,2.14,140041.84555199998
10139,3.84,31948.03584,2.4,179505.117696
4192,4.42,37968.259679999996,2.04,171920.4091072
11181,1.83,19550.97336,2.17,101988.78891120001
29280,2.8,16446.752,2.08,149086.74816000002
6247,3.7,11548.0811,2.06,69999.109266
5405,3.9,40600.3572,1.96,181856.914512
25651,4.15,26298.301000000003,1.63,201914.48263000004
18283,4.97,33095.19521,2.5,239794.888445
27473,2.85,11999.3037,1.71,122815.46672699999
25600,3.53,31552.16723,2.45,230775.1441735
22283,2.94,30241.83372,2.61,204926.87344919998
27063,4.39,36050.21904999999,2.61,284998.07982049993
29574,4.02,34739.71842,2.89,288764.70307379996
22680,2.91,15703.227180000004,1.69,123943.70829420001
9866,4.23,29792.638710000007,2.25,168351.89451750004
10311,1.72,7615.8246,2.05,48579.00963
11461,2.33,13261.786820000001,2.71,89167.14592220001
9757,4.67,33217.1496,2.45,193381.50572000002
13832,4.37,24090.11444,1.76,151024.6702944
21774,4.35,13946.587199999998,2.92,163334.10902399998
6673,3.06,18740.30598,2.31,101190.09877380001
23689,3.92,24660.63376,2.76,210245.4966976
8863,3.95,18009.606300000003,2.2,110649.19646
13389,1.54,8392.43636,2.5,58385.02362
27440,4.93,36437.54619,2.19,287952.5185361
8139,4.7,32610.804300000003,2.47,184023.59522100003
29760,4.72,31396.85,1.85,261345.0725
25761,2.76,15039.063359999998,2.37,136821.0668832
28519,2.78,20896.100739999998,2.32,169553.9751968
7678,1.72,11648.89092,1.77,57122.478768400004
10685,3.98,21652.52534,1.83,125455.47205220001
12601,3.42,10953.97272,2.39,91183.3602408
23295,4.28,17683.941360000004,2.85,185469.71559600002
27453,3.67,25099.22175,1.99,200898.4047825
24736,3.23,8680.99645,2.62,120003.483599
28014,2.7,20367.2205,1.62,149367.13821
27702,4.2,17477.0778,1.53,178042.484634
5111,3.48,24075.203759999997,2.99,137921.5467624
28393,2.92,12851.39012,2.96,146650.45499519998
4718,4.86,23085.40824,1.62,106498.6578288
17171,4.28,50371.80792000001,1.54,251808.08003680003
4359,4.15,21966.435550000002,2.18,109909.55059900001
22966,3.26,21224.774419999998,2.28,165711.19451759997
23525,3.08,20236.493199999997,2.99,173437.101068
23934,3.43,17850.15561,2.88,169202.3793768
12657,3.02,22408.252019999996,1.52,117101.1871104
18235,2.81,13043.269730000002,2.58,110978.5253634
8792,2.13,14920.06425,1.63,72886.79322749999
25783,4.46,25412.42438,1.93,214863.00781339998
9279,2.15,9435.438400000001,2.08,58446.438672000004
9259,1.98,17201.160900000003,2.13,89373.61451700001
23061,3.53,26691.23721,2.44,199914.4232124
15552,2.28,16842.861599999997,1.63,96598.14760799998
12555,4.53,27345.96108,2.05,167625.292374
24069,3.43,18060.62384,1.78,150825.82811519998
24984,3.65,8477.234499999999,2.31,127728.48069499999
5142,2.26,19592.755859999997,2.07,91363.43635019998
3578,4.92,43615.2342,2.6,218233.83732
26872,4.96,22390.4568,2.25,228444.56139999998
3412,3.93,17912.57844,1.92,83626.4674848
1592,2.34,14424.52752,2.21,64452.5408592
27606,2.79,19321.41123,2.82,170149.9421286
2371,3.48,19066.297079999997,2.45,93096.102006
7743,3.18,9710.76918,1.89,62397.6321102
15686,2.94,18036.31788,2.19,121689.0119172
5044,2.58,11864.7234,2.19,62726.71104600001
22443,2.2,21622.508600000005,2.35,143432.51241000002
14330,2.11,7671.738449999999,1.75,59005.31918749999
24833,2.25,17591.74425,2.25,130639.16306250001
26364,4.34,28558.70598,2.91,254643.0063618
1578,2.8,20667.998399999997,2.15,90190.59335999998
12271,4.73,37519.45736000001,2.11,212246.7997496
4089,3.49,24285.465140000004,2.81,131083.69732340003
3327,3.35,13643.7728,2.12,67357.793936
17409,4.48,39711.47264,1.96,235249.75165440002
3571,1.81,14641.30901,2.11,66639.29003110001
15072,1.91,7408.20622,1.95,58049.934569000005
4179,2.99,13260.279240000002,2.84,76674.96152160001
18391,4.69,21271.251120000004,1.66,164106.56909920002
27750,2.4,16327.780799999999,2.95,147422.51496
1830,3.26,7727.324699999999,2.91,43906.96427699999
28913,2.16,7247.223360000001,3.0,98688.1968
5570,1.54,13226.14986,1.52,55133.8475072
13996,3.23,19264.85696,2.63,134403.36772480002
7941,3.14,10717.171680000001,2.29,70911.40650720001
24006,3.24,21282.134400000003,2.15,166100.29776
26464,4.27,24209.260319999998,2.89,231384.5629648
15208,3.15,21322.34685,2.78,149826.017943
2966,4.83,19079.05545,1.53,81674.84573850001
27845,4.32,34191.68544,2.81,284752.4069664
18030,4.74,17851.76904,1.93,155619.6523272
19266,4.07,17607.0642,2.04,149545.159368
29908,3.0,16862.085,1.62,150764.7477
4716,2.1,1556.2344000000003,1.99,16112.975256000002
15438,3.51,21435.791129999998,1.91,138001.32331829998
12634,1.89,8636.32098,2.21,60237.1713258
18767,3.49,15931.979130000002,1.67,123967.1934071
26032,3.22,6883.6194000000005,2.88,117415.10267200002
2937,4.9,29359.3447,2.22,138287.734634
7471,3.79,26112.125969999997,2.06,134330.3214382
5785,4.69,32835.07458000001,2.12,162412.15726960002
13371,3.25,22162.611249999998,2.14,135208.960575
17098,1.7,9249.6422,1.53,61717.836966
12749,1.57,12598.505819999998,2.33,74567.46020059999
10686,3.62,22795.22326,2.87,149696.05727619998
24499,1.51,10658.807630000001,2.91,89328.2354633
25616,1.52,7081.45808,2.54,71086.1396832
9487,3.58,21231.58738,2.45,128444.02384100002
25434,2.86,11670.14706,1.78,116854.39588679999
4635,3.88,28027.58352,2.78,151955.6492256
24413,3.55,20808.7084,1.56,160745.151904
27263,3.31,17655.662470000003,2.2,164394.31237400003
26874,4.04,41463.715840000004,1.83,267376.9916672
11205,4.13,25227.055979999997,1.94,145671.25056119997
21840,4.45,39985.83545,1.71,245535.4495195
29940,2.88,15992.09856,2.46,157551.9595776
28223,4.54,26326.47028,1.64,223960.77181920002
4078,3.11,16416.24385,1.69,73258.5198065
23763,1.76,8956.07504,2.12,78721.90916479999
13459,3.0,22632.222,2.2,135432.3324
1419,4.07,9906.53873,2.51,50453.8196723
6707,3.65,30871.28025,2.26,155992.203865
27707,4.75,32353.532499999998,2.25,269110.763125
3491,4.04,20885.612240000002,1.55,88247.563452
7631,2.92,16899.81536,2.75,102556.64296
27130,2.96,15074.717599999998,2.54,148744.017904
8016,4.36,31044.250760000006,2.73,181789.06609480004
21279,4.42,26643.55226,2.94,225672.32816439998
16196,1.66,5599.6530999999995,2.15,50123.92036499999
14704,3.58,22444.222879999998,2.76,159474.8209088
7109,3.5,24372.803,1.84,118473.06352
6546,4.84,43467.73992,1.84,198598.76129280002
25918,3.44,32999.07032,2.78,246893.4761296
20597,2.84,21573.645359999995,2.25,150183.47277999998
12654,4.67,17252.6145,2.13,130347.477885
21755,4.51,27473.043839999995,2.81,230260.39087039998
18816,1.89,21554.00982,1.82,117898.55751239999
1677,3.02,17993.187179999997,1.52,68400.55887359999
17702,1.86,14125.62864,2.31,93807.17943840001
19431,4.12,26789.879760000003,2.48,200074.38132480002
28878,4.91,35889.76775,2.03,286426.7440325
7166,2.28,15259.953359999998,1.7,72800.30743199999
27555,2.2,16692.240400000002,1.89,125553.81515600001
15673,3.59,16573.33911,3.0,139132.76555
1001,2.19,15700.258919999998,2.55,73628.36808599999
21587,3.55,12539.764399999998,1.94,126040.521736
26013,4.53,42107.980800000005,2.34,300587.526672
19448,4.66,17145.3283,1.69,153893.941427
24222,2.15,7075.800499999999,2.55,84272.19227499998
23669,2.08,11474.90032,2.95,106032.276584
7674,1.53,10184.20326,2.87,61338.2898762
15768,1.89,6687.22635,1.55,53541.1735425
18002,3.86,1236.0878,1.84,74234.297152
