Total Medical Expenses,Medical Multiplier,Income Lost,Income Multiplier,Value of Injury Claim
20336,3.12,10283.167440000001,1.83,102832.8512952
25359,2.3,14304.1623,2.92,128702.17851599999
2086,3.65,22857.1395,2.67,114356.741465
7010,4.22,27080.99756,1.51,124636.50143559999
27835,4.09,23381.237559999998,2.61,221632.6551516
14897,2.92,11818.99492,2.08,91720.73927359999
9877,3.81,14957.41611,2.11,99106.3502121
17803,3.1,16395.7822,1.64,114869.947208
20638,1.97,9760.963880000001,2.91,88583.1926508
23325,2.75,18163.91225,2.93,153691.83739250002
15511,4.22,22382.15416,2.22,159909.1105552
6176,2.61,17306.84475,1.62,78770.137995
3486,4.71,21238.209539999996,2.96,121760.57931839998
7488,3.74,28057.39772,1.61,129292.3257692
9515,3.47,22543.826600000004,2.58,136267.775828
19912,2.09,12383.3545,2.45,96722.007525
10214,2.5,14935.3925,2.04,85873.9857
11967,4.33,24431.691590000002,1.82,145146.17187380002
20117,3.3,10873.0677,2.59,116293.480743
21248,4.03,22847.89156,2.13,179991.2321428
2338,4.65,32258.71935,2.8,165713.55287999997
23417,2.77,24453.094640000003,1.79,157542.3186856
12352,3.01,20679.271899999996,2.02,120310.19303799997
11815,2.8,27104.909999999996,2.31,149904.1621
11596,1.87,10787.55128,2.71,72493.8865288
9885,3.25,23361.4875,2.69,141691.626375
26778,4.59,23430.77037,2.57,229989.64059089997
24375,2.24,15476.518400000003,1.91,115113.18694400002
17301,4.28,21846.065880000002,2.78,178472.47490640002
5592,4.33,11039.40428,2.58,74773.83160240001
18359,4.59,31748.979509999997,2.17,216661.0545567
19265,1.96,15426.24076,1.97,99001.5758172
3639,2.66,15570.655800000002,2.56,80681.93044800001
9381,1.7,16984.0557,2.04,84563.285028
2314,2.36,16142.07196,2.83,83427.2475668
12537,4.14,32632.68474,1.78,175254.7283172
23479,4.44,14682.223080000002,2.07,164003.4079356
2226,4.33,30843.932300000004,2.4,145351.88212000002
19451,2.5,14043.29,2.59,113086.20109999999
29907,4.58,25108.78744,2.73,255738.6245912
12347,2.9,16045.526,2.41,106567.06966
6896,2.39,10139.125680000001,2.6,63121.41812800001
19318,2.47,17116.30713,2.57,125936.9835841
13400,2.94,28491.257759999997,2.04,154500.68135039997
25872,2.63,992.1780200000001,2.05,72061.680981
29665,3.56,24513.0742,2.29,210768.48831800002
6654,4.04,34856.56652000001,2.68,190010.89131360006
16998,4.37,36171.65679,2.18,225478.78538220003
26431,3.81,26916.381269999998,1.63,198408.57401009998
3937,3.29,28404.33673,1.91,124013.68661430001
6294,4.58,24592.64892,1.8,122278.585896
9077,1.61,11119.97859,2.85,68545.8661615
3264,2.91,26873.174880000002,2.23,123171.7697424
3641,3.39,22318.35993,2.35,109427.8556955
6584,4.07,29374.366230000003,2.22,150756.70549060003
13177,2.81,17060.21812,2.53,114310.15808360002
3653,2.18,13624.082220000002,2.95,75402.746989
13902,1.81,7414.52563,2.65,59640.164179499996
5532,3.0,22322.658,1.91,103877.59278
16734,4.2,7466.709600000001,2.25,102016.31580000001
10875,4.41,28430.1675,2.38,172482.88365
29249,4.15,42337.66090000001,2.68,319523.6030120001
27544,3.74,22181.29672,1.76,186416.2356672
19905,4.78,39483.76078,2.95,290590.51586100005
3140,3.66,23996.88882,2.59,121638.11968379999
27123,3.89,22714.2546,2.61,210221.183706
27710,4.77,23524.20423,2.09,228390.69530069997
18081,4.4,25853.5816,2.32,191243.87251200003
14320,1.55,14341.25565,2.21,82572.6862865
10998,3.12,14590.729920000002,2.45,99242.50814400002
7629,4.85,27483.32525,2.59,163149.1128975
25581,2.84,21258.365599999997,2.72,172989.525632
22164,4.07,25118.58294,1.97,189928.2542718
20037,3.6,18523.7784,2.67,158639.24512799998
8255,2.8,19617.7856,1.97,100996.608832
18131,1.88,13610.502519999998,2.44,94516.91118879998
22243,1.89,4560.76656,2.42,62197.858195199995
12436,3.4,24630.9838,2.45,151890.27791
21522,3.18,9436.53552,2.32,109205.7934464
16656,4.65,15697.8606,2.32,145265.157792
18212,4.68,29236.980239999997,1.52,188146.33044479997
6752,2.31,25644.31947,2.88,140741.3990136
22794,3.21,24306.1842,1.74,164073.868908
27576,4.54,37527.7989,1.68,263297.339952
5933,3.84,19644.28032,1.69,95270.11438079999
14366,2.73,18708.490710000002,2.04,114801.4824684
19108,4.43,48319.613659999995,2.72,312717.0164752
26818,2.27,7162.95776,2.19,90889.6530144
25040,4.98,31734.532080000004,2.16,256714.85345280002
26888,4.1,30762.7387,2.36,244366.34073199998
5673,3.11,19996.78063,1.93,96230.37787590001
29549,4.19,42045.556410000005,1.87,286526.6133067
1437,2.84,22835.448839999997,2.22,100446.6741048
18938,2.43,24773.475780000004,1.81,140406.28272180003
4558,2.54,13755.552880000001,1.92,65499.08728960001
13051,4.8,46220.030399999996,2.99,293282.751696
11395,4.19,23624.88343,2.92,163979.4764756
14064,3.47,30511.671830000003,1.7,161695.265771
3208,2.95,23961.085900000005,2.19,109860.54992100003
22675,1.93,14186.86837,1.68,95970.4256016
11101,4.79,30083.638109999996,2.02,174110.01520219998
19986,4.09,17349.890429999996,1.74,146631.33020819997
8376,3.67,26533.55317,1.84,132628.7641728
11667,2.37,12076.015050000002,1.81,73660.40734050001
28938,3.28,16542.49632,2.62,171342.9729984
7226,2.13,13029.55506,2.62,75587.9243772
8940,2.58,18455.1141,1.55,88580.85505499999
5887,4.81,33454.67073,2.85,190571.62304049998
3454,1.87,16702.78764,2.7,84962.081908
13758,4.15,33808.02895000001,1.8,185566.21001000004
23217,2.1,16432.523100000002,2.11,116293.36994100001
1613,4.89,37073.08512,2.99,192882.26474880002
21627,4.22,21041.05926,1.72,169538.6804472
12682,3.41,16370.976930000003,2.18,111676.30356740003
28862,1.81,10822.29408,1.96,95096.50455679999
19910,4.18,28119.286360000002,2.29,203855.5384844
12174,3.12,19147.49304,1.75,109785.97890000002
7448,2.47,14722.90924,2.06,78171.57151440001
24207,3.42,15859.87722,2.18,149082.2267796
16374,3.89,27827.877440000004,2.55,190311.702352
1807,2.04,11725.24884,2.63,57974.1821292
16379,3.74,23333.643079999998,2.64,169525.5638912
8500,2.11,9466.40106,2.81,63468.3890986
21844,2.97,24700.73265,2.5,176029.97692500002
26617,4.16,33342.55808,2.38,256767.12439040001
26287,1.54,9752.53048,2.3,82417.861064
8875,4.53,35257.78275,2.52,199568.92803
9134,4.89,35489.88405,2.16,192303.177648
21591,2.91,11738.36382,2.42,114713.3780844
25917,3.09,25730.671019999998,2.37,192526.5623574
15105,4.9,26564.389600000002,2.52,194085.54099200002
3966,4.82,21462.48154,1.66,97668.8024364
24443,1.99,13546.441430000003,1.88,101201.76274840001
13531,4.54,6704.572120000001,2.14,89187.6685768
29591,4.91,23453.45461,1.58,229255.1775038
18826,2.9,16972.656,2.76,135385.24255999998
5463,2.92,16734.963839999997,2.35,88749.05270399999
12356,2.79,8149.311000000001,2.18,68537.35998000001
13302,3.47,30640.98138,2.18,174237.2421684
15269,4.92,32281.78788,2.24,211998.2606112
10677,3.3,10350.2619,2.16,78291.189504
3067,2.93,15440.874390000003,2.3,75382.06987700002
21019,4.91,27136.94643,1.82,206866.42536259998
17819,4.37,25884.74671,2.94,205739.6787474
16796,3.77,24556.05711,2.36,170385.32899960002
17433,4.68,44347.59108,2.21,268289.7984468
7695,1.76,11694.115839999999,2.64,67803.8974976
23409,4.93,25512.109099999998,1.59,206994.841669
13325,3.64,25410.22848,2.29,157512.8801792
24168,2.67,11060.13858,1.97,108437.3101626
3996,1.91,9864.80047,2.15,48571.2819505
14077,2.55,12087.79305,2.74,93192.489057
4648,4.03,22374.80583,2.72,124340.5235176
2189,4.05,28521.566099999996,1.84,118388.263824
5987,2.91,7405.6764600000015,2.11,47859.50025060001
9775,3.33,32768.82837,2.13,167886.0111681
20626,4.01,16908.301339999998,2.3,155415.955762
22302,2.06,17151.47142,2.65,125696.462103
4539,2.47,9548.279,1.94,48831.54926
26157,2.78,9665.38724,1.79,109348.27763959998
22459,1.57,9950.46689,2.76,82624.8523964
21290,1.53,5886.84483,2.86,61183.7658738
9617,2.93,15553.951880000002,1.81,87438.3666628
25881,3.31,17777.43737,2.14,159264.70071180002
8561,2.88,21149.7984,2.98,129981.67603199999
3111,1.95,8216.95095,2.65,44275.2719175
23031,2.86,22220.04356,2.46,164970.0542776
11154,2.15,21595.5288,2.89,129583.235832
15187,3.48,25801.23156,1.76,149863.39066560002
5980,3.57,14660.81547,2.89,93039.9876483
10480,3.22,19438.58294,2.56,122385.5382064
28176,4.46,18032.87716,2.75,211321.12651
25855,4.17,22673.19489,2.54,210751.6548006
24789,2.73,16860.078690000002,2.99,151805.76266310003
12744,3.95,25460.22665,2.99,177385.33098350003
4818,2.83,23288.401110000003,1.98,106322.77641780002
22028,4.68,44285.65128,1.57,261190.8150696
23381,2.81,25493.370940000004,1.79,162320.48586260004
9022,2.96,17897.033199999998,2.27,103125.451764
4537,3.15,25447.029300000002,2.58,130838.94419400001
27201,3.19,20374.0196,2.19,172138.332124
23309,4.28,20479.847080000003,2.39,189669.04868120002
18698,2.97,18968.662350000002,1.96,130648.962906
12377,4.21,27770.99977,2.33,172355.5990041
22686,2.28,11204.432999999999,2.21,98894.74293
19569,1.75,5249.6447499999995,1.84,54404.38584
21833,1.85,13257.51255,2.31,97530.9290905
18345,3.44,19506.069359999998,1.64,134108.8924704
17263,3.38,21731.74718,1.61,136800.5473198
6515,4.47,13714.21926,1.53,77533.2439878
9193,3.38,26518.317279999996,2.84,159420.99563519997
20633,1.77,11702.64882,2.77,92342.04487140001
18627,3.39,16091.313000000002,2.13,129602.65269
4555,4.32,8462.39184,1.51,49380.5953584
28930,2.7,14815.202400000002,1.84,135001.377216
20064,1.62,13402.1709,2.02,86380.407018
12640,4.42,17753.208459999998,1.62,120135.41462519998
9158,1.93,14654.991800000002,2.59,84941.352362
5822,2.2,13331.302600000003,2.6,74132.39196000001
25063,3.59,27472.99555,2.79,221571.8186845
22637,3.24,24712.3548,1.72,165273.839856
5744,4.97,24288.61862,1.73,119144.22745260001
25457,4.15,24990.968,1.75,199362.68
17027,1.93,7523.921650000001,1.78,61302.533837
15658,1.71,12052.73835,2.96,86556.762216
4079,1.76,15078.937279999998,2.38,73224.7852864
10352,2.71,27365.327970000002,1.61,126842.7539717
9964,4.57,19319.37338,1.64,115857.99910320001
1142,2.48,6473.541520000001,2.99,35135.13218480001
12971,1.77,4841.550029999999,2.33,43922.5816299
8633,3.31,27955.56159,2.39,151300.1453801
25415,1.77,10047.28818,1.81,83264.7179658
29556,3.41,23765.70515,2.0,195848.7806
10073,4.19,31846.333830000007,2.43,183285.12886690002
29560,4.98,37243.88616,1.5,277562.40156
18988,5.0,36072.405,1.64,226243.55419999998
6964,3.38,33716.409219999994,1.69,147951.8700218
4432,4.21,15583.0203,2.57,89873.122771
18305,1.66,5336.81534,2.97,56910.272239800004
13625,3.67,15835.14718,2.89,127437.6197102
25566,3.54,17209.01616,2.97,176032.4503152
15885,3.95,22394.18135,2.23,157473.13711049999
19853,3.9,24590.124,2.95,199147.81379999997
18943,4.19,28473.54305,2.35,203231.0822675
3572,3.66,9381.623099999999,1.95,50130.931245
10175,3.87,24686.87706,2.95,161577.291447
25484,2.58,10395.919080000001,2.33,110763.0496164
26525,2.64,21320.249280000004,1.89,152961.7696992
10037,2.43,5872.595580000001,2.32,49759.5229056
29250,1.92,15314.49984,2.68,127831.85925120002
2553,3.09,9303.75516,2.29,47801.8796364
11574,4.22,23997.69254,2.5,156831.89643
26179,4.51,38537.94549,2.01,272604.4514149
3587,2.34,17701.07742,2.47,87517.39606740001
23192,3.54,24305.97984,1.77,173733.22399680002
10035,4.31,19717.482819999997,2.17,125472.75335939998
5625,1.69,18736.528069999997,2.7,97567.93192899998
6254,1.84,8674.09304,1.9,45336.322856
29811,1.54,8080.41388,2.19,79765.8741572
23633,1.82,7973.85316,2.19,76422.5047404
11704,2.3,16558.486599999997,2.96,109049.29353599998
16767,3.07,9283.649300000001,2.46,92879.765878
13938,3.82,33605.46826,2.57,206820.14994819998
23030,3.62,18927.69128,2.76,173464.4104928
8227,3.05,15587.577049999998,2.49,95080.5709545
9220,2.36,5036.25652,2.11,42458.21429719999
20506,3.98,27130.71276,2.94,215639.6010344
13793,4.88,41908.72264,1.99,234525.64333359996
13938,4.2,24317.819400000004,2.5,167969.78730000003
14754,2.21,9462.76695,2.84,78406.132038
5744,2.64,19056.83208,1.5,81863.07228
27600,3.11,21932.310899999997,1.88,170933.366292
20282,2.95,19490.829950000003,2.16,140913.752592
16304,4.87,23325.54193,2.05,173868.9248165
10743,4.07,11634.89272,1.61,85725.97271920001
12627,1.6,8998.510400000001,2.67,62226.243568000005
20565,4.67,19622.71422,2.25,179435.08543500002
19647,1.67,14882.10146,1.69,87725.4443874
29543,4.41,37523.73744,1.9,276627.206016
26647,2.52,18631.042920000004,2.06,142792.4742552
11498,3.77,23457.39994,2.36,145621.7237384
7998,4.66,27780.0541,2.86,172281.74292599998
19314,1.8,11573.5428,2.5,86846.14259999999
2464,2.39,19720.99896,2.43,93252.98539280001
1913,3.97,30812.920770000004,1.8,124683.70892600002
26114,3.81,21439.84917,2.38,193400.8793646
22746,2.14,17079.382800000003,2.22,120751.43541600002
13060,1.99,12283.55161,2.21,77703.15227810001
22055,3.19,29820.71972,1.99,189340.1216828
3861,2.64,11217.703200000002,2.8,64038.015360000005
12061,1.98,13060.398780000001,2.3,80040.494754
21018,4.61,25157.05582,2.92,220665.69463440002
4527,4.89,38581.20024,2.85,209255.851164
10935,4.71,18070.386,2.37,130471.43682
9325,4.25,19361.79725,2.33,123467.8320925
28715,4.36,16190.188560000002,2.83,203396.01074480003
19528,3.32,26159.584759999994,2.57,184382.26235319997
4335,2.51,13741.00253,1.73,62134.7894369
6368,1.8,13333.177800000001,2.52,71728.363656
20319,1.78,3339.2728799999995,1.91,49224.3769608
29265,2.83,16264.0666,2.76,160236.907016
26438,3.14,25554.07046,1.72,178076.4621112
6710,3.05,21666.407,2.93,127280.88651
5255,4.67,47177.88576999999,2.66,244389.79768819996
24727,2.01,5549.91753,2.19,72955.4244507
11768,4.77,31335.317730000002,2.61,200589.1747353
23817,3.51,20165.28345,1.72,158612.524434
15836,1.59,10156.51614,2.53,71188.2581142
19316,3.86,16199.21954,1.52,131581.0127808
20941,1.8,14718.4704,1.7,92152.14048
23113,2.84,9907.555839999999,2.76,112800.88579839999
14637,2.63,31787.32931,2.79,190756.6173949
3877,2.01,15898.006559999998,2.22,74882.35768319998
28852,3.44,20888.5228,1.99,182596.08597200003
26327,2.37,20295.43812,2.39,151491.9633468
10643,2.96,20727.32896,2.34,121459.88768639999
29914,4.19,31432.822730000004,1.77,243841.40169210001
21591,2.75,17865.90575,2.98,148347.46063500002
3035,2.95,18689.011100000003,1.81,80158.38229100002
7839,1.5,7085.46,2.52,43784.7792
27953,1.9,13575.728,2.19,109993.00031999999
14685,2.16,10686.291120000002,2.82,83227.52319840001
28071,1.68,11577.884639999998,2.24,96249.51087359998
17189,3.25,21540.148500000003,1.94,140732.43509
6614,1.57,14348.91452,2.2,70649.420984
28337,4.6,25323.487599999997,1.85,227845.62725999998
28823,2.13,14423.435580000001,2.09,120384.8415222
28303,4.55,30314.547899999998,1.76,242761.350104
18999,4.99,48847.778659999996,1.74,277495.70218839997
10254,1.85,11219.9614,2.4,68337.73016
16747,3.62,30723.63142,2.65,203489.026103
13382,3.49,22951.817480000005,2.32,145855.03151360003
2702,2.95,21688.29675,2.22,99495.512285
17549,2.29,19304.14582,2.66,130144.52952120002
5828,4.45,25580.90955,1.66,119560.72895300001
10166,4.41,15499.491839999999,2.77,118764.6360768
13801,2.13,20445.60162,2.39,119152.3211118
7735,1.98,4627.06794,2.79,37478.9554326
23659,3.06,22832.97336,1.71,157106.87116560002
7617,3.52,20111.903679999996,2.79,123147.85862719998
12726,1.9,14151.9429,2.95,94231.517355
19575,2.23,24703.973449999998,2.45,153584.9318525
26926,3.55,18760.4081,2.21,174568.618101
16965,3.73,35112.61237,1.95,201974.2688615
4735,3.98,20576.4209,1.97,100533.69097299999
10008,4.85,15198.87665,2.45,116173.8010925
11198,2.46,16617.79938,1.59,87204.97977420001
8243,3.58,11660.98006,1.7,72655.56622200001
21289,4.82,39743.99444,2.01,261986.3977044
29904,4.07,25809.091,2.83,246367.18953
8163,4.06,27773.8916,2.74,164790.026184
3899,3.61,20876.254559999998,2.85,115325.22461599999
17060,2.59,15996.62995,2.66,118729.695567
19917,1.69,1129.39151,1.84,37996.5933984
29290,2.08,15677.93136,2.76,135550.1532736
10417,2.04,13942.09236,2.83,88590.9860988
4691,3.97,18200.88582,2.13,93792.92843659999
2249,2.4,7871.601599999999,1.55,33341.78567999999
11063,3.45,34997.75565000001,1.88,173958.641922
13710,4.24,22639.85312,2.17,152538.5875104
18327,4.86,13549.111380000002,1.71,139336.4232198
28841,1.83,12849.555449999998,2.2,106747.16288999999
19967,2.75,20467.733,2.69,150902.91777
3430,4.06,25226.48114,2.64,130976.6724896
22263,2.31,14357.89278,2.03,109289.8379034
16952,4.91,35176.06979,2.05,225697.4026495
6968,3.51,17500.867019999998,1.99,94286.1394098
20103,3.37,17222.80962,2.43,144044.1566166
11947,4.44,40320.77220000001,2.14,219972.67690800002
17955,3.06,18831.86424,2.95,148160.027988
13511,2.69,26587.548430000003,1.6,132059.764348
26809,4.15,40357.60875000001,2.12,277530.69805000006
2273,4.43,17420.25291,1.85,77137.3637035
9508,3.68,23582.19072,2.44,139694.3667968
22470,2.23,16651.60401,1.98,116381.48395979998
1229,3.62,25669.27882,2.91,130485.1390062
1845,4.53,28314.737820000002,2.01,121899.94865820001
17850,2.07,12333.58785,1.68,82337.103288
16332,3.8,25091.0732,2.5,174971.4294
4812,4.68,13588.31448,1.95,76194.002196
1219,1.65,11928.2295,2.59,56761.923404999994
12233,2.86,18512.948739999996,1.98,108667.91598519997
13706,2.35,9831.8219,2.75,78910.254025
23104,4.26,22765.96398,1.55,179242.212129
7882,3.28,26421.219999999998,2.06,133123.1132
5636,1.66,9393.018699999999,1.64,43546.34806799999
29035,1.72,13276.4822,2.46,109153.310612
25676,3.18,12841.237500000001,2.2,135582.8775
12275,3.58,32264.30966,2.84,200103.75875439998
20812,1.94,16306.6603,1.7,100709.92311
16253,2.16,13633.012800000002,2.88,101635.58246400002
24520,3.21,14060.11137,2.9,147603.745713
4269,2.19,16805.58696,1.87,74386.7315352
28477,4.44,33615.475320000005,1.57,246445.12689240003
22057,3.86,27172.85986,2.59,209863.4467574
12867,4.28,19582.883200000004,2.53,143781.220896
20502,4.97,25561.84316,2.4,214367.04990399998
1441,4.46,13294.19852,1.67,55216.5685684
27461,1.52,14745.643119999999,2.1,102197.856792
29367,2.38,15012.518779999999,1.7,125439.77948599998
19398,4.4,48490.86000000001,2.38,297741.16680000006
11880,3.49,28761.49135,2.0,156507.1654
5393,3.41,5701.60866,2.87,46156.964174199995
2052,1.68,5961.09864,1.96,27053.3106144
22277,3.16,16184.88168,2.58,144522.07809440003
29264,1.77,2695.1436,1.5,61230.2826
12983,2.91,28092.104040000006,2.41,161666.70881640003
28661,2.95,12134.739450000001,1.83,131026.00209350002
13986,1.98,22500.2448,2.57,130518.398736
6665,2.61,12900.483540000001,2.08,70029.6228432
15682,3.48,24768.649439999997,2.35,162316.98506399998
3705,2.9,24205.171899999998,2.6,122088.29074
26604,3.94,17186.39426,1.92,172190.4254992
11917,4.4,32776.524000000005,2.04,184851.95696000004
19748,4.6,20027.4156,2.73,185570.47578799998
23777,2.15,17274.54265,2.2,123673.62912999999
1616,2.48,17996.167120000002,2.27,80851.31360240001
16430,1.77,5272.35033,2.91,54968.3401203
11827,2.48,11039.04048,2.87,83091.0871376
11134,3.06,11028.080880000001,2.78,86784.26660640001
15569,4.0,28787.076,1.96,176272.82096
17560,3.33,30751.21134,1.73,173176.81829820003
10728,3.75,19757.08875,1.61,111553.09038750001
8567,2.58,18941.462160000003,2.22,102035.83031520002
18546,1.85,14339.128,1.55,85214.0044
1556,2.56,17185.945600000003,2.66,84069.86649600002
2290,4.29,33301.60119,2.81,170004.80172390002
4337,4.94,48373.17654000001,2.27,227978.24382580002
13012,3.85,24653.6367,1.82,144273.092194
29877,2.45,25309.5682,2.42,185066.941444
13962,4.29,14675.69103,2.78,130046.7831234
12772,3.0,12315.363,2.34,91764.67541999999
8698,2.57,16855.46836,2.4,96517.92078399999
3935,2.2,22348.728600000002,2.24,103415.60926400001
26070,2.46,16089.529139999999,2.11,130260.1647654
8645,3.42,29564.2242,2.16,152553.072672
18438,2.35,14294.2275,1.59,94645.576725
18999,2.48,14027.81248,1.68,98739.8699264
22802,1.52,5847.4324,2.1,58633.512839999996
22705,3.73,35260.58147,2.48,242657.0549856
26599,4.33,19117.694760000002,1.83,188394.44093080002
10322,4.52,23938.8466,2.66,158210.465156
3423,2.59,9459.94392,2.67,53043.5081064
14615,3.54,27848.99238,2.24,169816.8276912
7933,3.03,22315.0713,2.72,129364.126536
27805,1.64,17098.849919999997,2.42,121177.11664639998
7109,4.31,31526.374239999994,2.54,173769.52904959998
19923,1.82,9793.807659999999,2.09,76316.5333294
21003,4.34,21278.07822,2.02,176690.89444439998
17273,1.97,10689.63173,2.66,83841.4938618
9641,1.66,2481.6120199999996,1.64,25037.1277528
13890,2.87,26004.610800000002,2.36,153244.40308800002
9107,2.46,9527.821080000002,2.02,60705.060741600006
15528,3.37,32987.36295,2.11,187907.42172450002
22679,1.97,13363.948100000001,2.74,108022.743994
19061,1.84,8393.68256,2.17,70073.8962752
4620,4.11,17656.633980000002,1.89,87672.50618220001
20407,4.21,21505.02943,2.12,174514.1912516
17852,3.7,18639.4308,2.57,151234.598756
10234,2.32,19006.38192,2.45,108321.27954399999
18604,2.69,16775.423730000002,2.31,122346.8362763
17903,4.23,39107.02257,1.85,226291.72689450003
8147,2.55,19621.57935,2.99,118686.5309565
20576,1.55,7601.8417,2.43,65568.95873099999
27307,3.48,18532.25976,1.54,160632.5595504
4481,2.36,15248.59248,1.65,66232.522552
12013,2.24,14443.231040000002,2.28,88726.1488512
21267,2.38,20574.455019999998,1.53,123243.28622059998
23718,1.78,9696.60874,2.14,82362.0001836
21350,1.73,15060.630909999998,2.66,107118.0400406
16839,1.79,6771.4536499999995,2.65,61629.0694725
23577,3.36,25928.93856,1.78,177230.1077568
12264,3.96,9990.13356,2.02,88725.77691120001
13258,3.73,38279.44951,2.29,213671.17839790002
10240,3.33,9860.76936,2.43,77782.4082648
13480,4.6,26975.517799999998,1.55,157771.08818999998
26103,3.05,13113.6946,1.57,126430.039722
22549,4.31,32691.156049999998,2.34,239065.80725699995
23280,2.9,17045.6229,1.9,133989.92931
15061,3.15,7910.046899999999,2.27,81218.050263
23076,2.36,23684.310999999998,2.55,162222.97504999998
20101,4.21,35568.803869999996,2.86,257489.5968082
24517,3.23,24823.36073,2.06,179972.7545638
27214,3.12,29150.518799999998,2.48,215502.00422399997
20893,3.49,8336.74797,2.97,114350.20741090001
26292,2.37,16781.133390000003,2.68,140847.74426520002
2789,2.63,14015.44621,1.53,56809.5951213
16262,4.06,38136.56657999999,2.78,248316.50825239992
3905,1.91,1795.39045,2.78,16040.516351
16969,3.43,4186.34244,2.09,75325.8105796
18124,1.51,7809.562959999999,2.26,60635.9782096
28973,2.52,8911.98,2.67,114630.90659999999
25156,1.7,10778.7191,2.39,90083.776849
9167,2.41,15061.514310000002,1.78,79024.9940918
26355,4.17,19328.27526,1.96,186440.32002959997
2116,2.86,17752.98954,2.31,82567.1449174
7287,4.12,23468.98672,2.87,144316.4053264
4301,3.59,18365.83329,2.89,105249.5147881
15016,2.46,13921.39338,2.81,103901.26215780001
6222,3.1,19749.7931,2.73,112704.72136299999
26729,2.26,22707.05846,1.52,140336.3857792
8887,2.85,17670.98325,2.55,105730.92378750001
23927,2.42,12678.93902,2.86,119522.98363719998
1247,3.24,21325.456439999998,2.31,95952.99725639999
13911,2.9,20857.939699999995,2.47,133576.890459
13910,4.27,20315.332029999998,1.85,137609.7283155
27599,2.08,11631.20816,2.11,105210.1855376
2930,3.62,25549.58352,2.94,136821.54258880002
21858,4.58,40709.15596,2.28,274344.82750879996
20908,3.35,15963.771750000002,2.53,142357.68602750002
13820,4.96,46492.188,1.8,245217.5144
20673,3.28,26805.65896,1.76,168596.71768960002
21612,2.55,17297.853600000002,1.77,120323.50807200001
18358,3.49,32098.653780000004,1.73,183797.3985994
29790,2.86,15918.505459999998,1.84,146326.4609664
8993,4.36,35885.46396000001,1.56,166961.73169760004
6957,2.9,19983.1634,2.18,103704.92301200001
10175,2.49,15185.765490000002,1.98,85775.09665020001
28690,4.16,23725.628160000004,1.75,208321.50560000003
3766,1.94,17615.227160000002,2.3,83051.51678800001
17824,3.68,22896.25712,2.46,167709.6267552
1510,3.8,10893.5512,2.2,51490.91504
13780,4.46,37305.67,2.43,226722.91809999998
18348,2.08,11833.881280000001,1.51,79700.76329280001
5454,4.68,40230.47807999999,1.51,166733.69806079997
17429,3.18,32548.155420000003,1.56,171295.65329520003
17369,2.47,14445.417090000003,1.93,99671.91916370002
12809,3.15,22296.59145,2.56,142020.807012
3469,4.01,36674.28507,2.08,163541.7730856
24293,3.49,25322.53958,2.49,198480.7727142
28600,4.29,21266.340809999998,2.15,210949.31436149997
14687,3.37,19997.31377,1.9,127484.713703
16853,2.95,14105.327650000001,2.54,113754.53753100001
17277,1.6,13766.766399999999,2.33,87253.298512
8144,2.67,10745.13465,2.04,65154.823986
24146,1.69,12987.77168,2.97,105355.96524959999
24219,2.23,14153.53571,1.86,108641.01784059999
8264,4.72,27940.48368,2.66,169208.7339488
20750,1.77,9443.4633,2.08,75256.83026399999
22761,3.17,20754.59547,2.81,171981.9742107
26445,4.31,12229.469839999998,2.76,172190.2264384
4115,3.07,14702.226929999999,2.3,75852.62579899999
6878,4.19,28184.56294,1.77,135074.6222838
17938,4.72,43731.09736,1.84,252594.7738624
4047,3.44,8862.709359999999,2.7,55576.413992
17701,2.31,13314.932400000002,2.73,103868.940252
24690,4.17,14866.713029999997,1.94,161532.1493382
1347,1.81,13109.07342,1.63,50024.0065146
14486,3.85,33568.02295,2.32,200784.959144
25457,3.49,24014.944770000002,1.62,175779.03006740002
28004,3.03,19170.09189,2.46,170350.7298294
29079,4.17,21709.03668,2.38,216345.0106584
16157,2.87,22874.57158,2.84,157083.5164472
22184,3.15,13094.96265,2.13,123961.79574449999
5345,3.66,27311.4141,1.54,116245.10591400001
12912,2.98,19895.85974,2.18,121642.4537132
1238,3.51,20598.21738,1.67,79940.8377846
13693,4.97,40864.79124,2.27,242546.8685948
5823,1.58,11182.30622,2.27,56948.78755940001
20106,2.94,21392.298479999998,2.75,160725.05777999997
2809,2.61,10605.189510000002,2.04,50176.45562040001
2525,4.56,20909.76144,2.22,99753.1932768
29875,2.73,22916.196030000003,2.24,178723.42116720002
11857,4.53,29145.281610000002,2.22,176705.2983942
28433,1.6,11141.5424,1.62,85825.18348800001
10477,4.86,23582.182860000004,2.41,154915.6464126
13182,2.8,24911.611199999996,1.61,126840.51643199997
5812,4.55,35179.053,2.97,201284.49341
3291,3.83,25808.6465,2.67,133130.909155
19886,3.95,16834.26405,2.15,148411.8958075
10848,1.58,7353.255219999999,2.96,53611.98589119999
25923,2.75,14935.670750000001,2.62,140291.04886500002
6156,2.1,5943.4116,2.82,41574.843912
29500,3.8,33636.3612,2.48,262790.898176
22654,3.8,29172.900199999996,2.7,223197.83094
4198,1.52,7079.03824,1.68,32431.8207232
1016,2.88,12618.63936,1.51,47217.50415359999
25880,4.63,27955.2918,1.87,228011.379266
9667,2.27,13263.14465,2.96,87729.28746400001
8080,1.86,11409.69942,2.41,65345.574442200006
